2024-02-19 01:15:28,865 INFO    StreamThr :23504 [internal.py:wandb_internal():86] W&B internal server running at pid: 23504, started at: 2024-02-19 01:15:28.865025
2024-02-19 01:15:28,867 DEBUG   HandlerThread:23504 [handler.py:handle_request():146] handle_request: status
2024-02-19 01:15:28,880 INFO    WriterThread:23504 [datastore.py:open_for_write():87] open: c:\Users\KHADGA JYOTH ALLI\Desktop\programming\Class Work\IITJ\DL\A2_Transformer\wandb\run-20240219_011528-7fed2gb1\run-7fed2gb1.wandb
2024-02-19 01:15:28,881 DEBUG   SenderThread:23504 [sender.py:send():382] send: header
2024-02-19 01:15:28,942 DEBUG   SenderThread:23504 [sender.py:send():382] send: run
2024-02-19 01:15:29,810 INFO    SenderThread:23504 [dir_watcher.py:__init__():211] watching files in: c:\Users\KHADGA JYOTH ALLI\Desktop\programming\Class Work\IITJ\DL\A2_Transformer\wandb\run-20240219_011528-7fed2gb1\files
2024-02-19 01:15:29,810 INFO    SenderThread:23504 [sender.py:_start_run_threads():1136] run started: 7fed2gb1 with start time 1708285528.864029
2024-02-19 01:15:29,824 DEBUG   HandlerThread:23504 [handler.py:handle_request():146] handle_request: check_version
2024-02-19 01:15:29,825 DEBUG   SenderThread:23504 [sender.py:send_request():409] send_request: check_version
2024-02-19 01:15:30,254 DEBUG   HandlerThread:23504 [handler.py:handle_request():146] handle_request: run_start
2024-02-19 01:15:30,270 DEBUG   HandlerThread:23504 [system_info.py:__init__():27] System info init
2024-02-19 01:15:30,270 DEBUG   HandlerThread:23504 [system_info.py:__init__():42] System info init done
2024-02-19 01:15:30,286 INFO    HandlerThread:23504 [system_monitor.py:start():194] Starting system monitor
2024-02-19 01:15:30,286 INFO    SystemMonitor:23504 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-19 01:15:30,286 INFO    HandlerThread:23504 [system_monitor.py:probe():214] Collecting system info
2024-02-19 01:15:30,286 INFO    SystemMonitor:23504 [interfaces.py:start():190] Started cpu monitoring
2024-02-19 01:15:30,286 DEBUG   HandlerThread:23504 [system_info.py:probe():151] Probing system
2024-02-19 01:15:30,286 INFO    SystemMonitor:23504 [interfaces.py:start():190] Started disk monitoring
2024-02-19 01:15:30,286 INFO    SystemMonitor:23504 [interfaces.py:start():190] Started gpu monitoring
2024-02-19 01:15:30,286 INFO    SystemMonitor:23504 [interfaces.py:start():190] Started memory monitoring
2024-02-19 01:15:30,300 INFO    SystemMonitor:23504 [interfaces.py:start():190] Started network monitoring
2024-02-19 01:15:30,311 DEBUG   HandlerThread:23504 [system_info.py:_probe_git():136] Probing git
2024-02-19 01:15:30,416 DEBUG   HandlerThread:23504 [system_info.py:_probe_git():144] Probing git done
2024-02-19 01:15:30,416 DEBUG   HandlerThread:23504 [system_info.py:probe():199] Probing system done
2024-02-19 01:15:30,416 DEBUG   HandlerThread:23504 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22635-SP0', 'python': '3.9.16', 'heartbeatAt': '2024-02-18T19:45:30.286696', 'startedAt': '2024-02-18T19:45:28.852082', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/KhadgaA/A2_Transformer.git', 'commit': '67a588d07b584e0f6ce697776f21a727f49cdb94'}, 'email': 'khadgajyothalli@gmail.com', 'root': 'C:/Users/KHADGA JYOTH ALLI/Desktop/programming/Class Work/IITJ/DL/A2_Transformer', 'host': 'Khadga-Laptop', 'username': 'Khadga', 'executable': 'c:\\Users\\KHADGA JYOTH ALLI\\.conda\\envs\\gpu\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3000.0, 'min': 0.0, 'max': 3000.0}, 'cpu_freq_per_core': [{'current': 3000.0, 'min': 0.0, 'max': 3000.0}], 'disk': {'/': {'total': 476.00780868530273, 'used': 366.6410369873047}}, 'gpu': 'NVIDIA GeForce GTX 1650 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1650 Ti', 'memory_total': 4294967296}], 'memory': {'total': 15.362796783447266}}
2024-02-19 01:15:30,416 INFO    HandlerThread:23504 [system_monitor.py:probe():224] Finished collecting system info
2024-02-19 01:15:30,416 INFO    HandlerThread:23504 [system_monitor.py:probe():227] Publishing system info
2024-02-19 01:15:30,416 DEBUG   HandlerThread:23504 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-02-19 01:15:30,821 INFO    Thread-35 :23504 [dir_watcher.py:_on_file_created():271] file/dir created: c:\Users\KHADGA JYOTH ALLI\Desktop\programming\Class Work\IITJ\DL\A2_Transformer\wandb\run-20240219_011528-7fed2gb1\files\conda-environment.yaml
2024-02-19 01:15:37,363 DEBUG   HandlerThread:23504 [system_info.py:_save_conda():220] Saving conda packages done
2024-02-19 01:15:37,363 INFO    HandlerThread:23504 [system_monitor.py:probe():229] Finished publishing system info
2024-02-19 01:15:37,363 DEBUG   HandlerThread:23504 [handler.py:handle_request():146] handle_request: status_report
2024-02-19 01:15:37,363 DEBUG   HandlerThread:23504 [handler.py:handle_request():146] handle_request: keepalive
2024-02-19 01:15:37,363 DEBUG   SenderThread:23504 [sender.py:send():382] send: files
2024-02-19 01:15:37,363 INFO    SenderThread:23504 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-02-19 01:15:37,390 DEBUG   HandlerThread:23504 [handler.py:handle_request():146] handle_request: python_packages
2024-02-19 01:15:37,390 DEBUG   HandlerThread:23504 [handler.py:handle_request():146] handle_request: stop_status
