2024-02-18 19:58:01,947 INFO    StreamThr :22876 [internal.py:wandb_internal():86] W&B internal server running at pid: 22876, started at: 2024-02-18 19:58:01.946322
2024-02-18 19:58:01,949 DEBUG   HandlerThread:22876 [handler.py:handle_request():146] handle_request: status
2024-02-18 19:58:01,968 INFO    WriterThread:22876 [datastore.py:open_for_write():87] open: c:\Users\KHADGA JYOTH ALLI\Desktop\programming\Class Work\IITJ\DL\A2_Transformer\wandb\run-20240218_195801-qtapyfvc\run-qtapyfvc.wandb
2024-02-18 19:58:01,968 DEBUG   SenderThread:22876 [sender.py:send():382] send: header
2024-02-18 19:58:02,039 DEBUG   SenderThread:22876 [sender.py:send():382] send: run
2024-02-18 19:58:02,837 INFO    SenderThread:22876 [dir_watcher.py:__init__():211] watching files in: c:\Users\KHADGA JYOTH ALLI\Desktop\programming\Class Work\IITJ\DL\A2_Transformer\wandb\run-20240218_195801-qtapyfvc\files
2024-02-18 19:58:02,837 INFO    SenderThread:22876 [sender.py:_start_run_threads():1136] run started: qtapyfvc with start time 1708266481.944334
2024-02-18 19:58:02,853 DEBUG   HandlerThread:22876 [handler.py:handle_request():146] handle_request: check_version
2024-02-18 19:58:02,853 DEBUG   SenderThread:22876 [sender.py:send_request():409] send_request: check_version
2024-02-18 19:58:03,400 DEBUG   HandlerThread:22876 [handler.py:handle_request():146] handle_request: run_start
2024-02-18 19:58:03,433 DEBUG   HandlerThread:22876 [system_info.py:__init__():27] System info init
2024-02-18 19:58:03,433 DEBUG   HandlerThread:22876 [system_info.py:__init__():42] System info init done
2024-02-18 19:58:03,433 INFO    HandlerThread:22876 [system_monitor.py:start():194] Starting system monitor
2024-02-18 19:58:03,433 INFO    SystemMonitor:22876 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-18 19:58:03,433 INFO    HandlerThread:22876 [system_monitor.py:probe():214] Collecting system info
2024-02-18 19:58:03,433 INFO    SystemMonitor:22876 [interfaces.py:start():190] Started cpu monitoring
2024-02-18 19:58:03,433 INFO    SystemMonitor:22876 [interfaces.py:start():190] Started disk monitoring
2024-02-18 19:58:03,433 INFO    SystemMonitor:22876 [interfaces.py:start():190] Started gpu monitoring
2024-02-18 19:58:03,433 INFO    SystemMonitor:22876 [interfaces.py:start():190] Started memory monitoring
2024-02-18 19:58:03,448 INFO    SystemMonitor:22876 [interfaces.py:start():190] Started network monitoring
2024-02-18 19:58:03,464 DEBUG   HandlerThread:22876 [system_info.py:probe():151] Probing system
2024-02-18 19:58:03,464 DEBUG   HandlerThread:22876 [system_info.py:_probe_git():136] Probing git
2024-02-18 19:58:03,575 DEBUG   HandlerThread:22876 [system_info.py:_probe_git():144] Probing git done
2024-02-18 19:58:03,575 DEBUG   HandlerThread:22876 [system_info.py:probe():199] Probing system done
