2024-02-19 00:45:07,033 INFO    StreamThr :13296 [internal.py:wandb_internal():86] W&B internal server running at pid: 13296, started at: 2024-02-19 00:45:07.033899
2024-02-19 00:45:07,033 DEBUG   HandlerThread:13296 [handler.py:handle_request():146] handle_request: status
2024-02-19 00:45:07,049 INFO    WriterThread:13296 [datastore.py:open_for_write():87] open: c:\Users\KHADGA JYOTH ALLI\Desktop\programming\Class Work\IITJ\DL\A2_Transformer\wandb\run-20240219_004507-dsc68sdw\run-dsc68sdw.wandb
2024-02-19 00:45:07,049 DEBUG   SenderThread:13296 [sender.py:send():382] send: header
2024-02-19 00:45:07,143 DEBUG   SenderThread:13296 [sender.py:send():382] send: run
2024-02-19 00:45:07,941 INFO    SenderThread:13296 [dir_watcher.py:__init__():211] watching files in: c:\Users\KHADGA JYOTH ALLI\Desktop\programming\Class Work\IITJ\DL\A2_Transformer\wandb\run-20240219_004507-dsc68sdw\files
2024-02-19 00:45:07,941 INFO    SenderThread:13296 [sender.py:_start_run_threads():1136] run started: dsc68sdw with start time 1708283707.033898
2024-02-19 00:45:07,956 DEBUG   HandlerThread:13296 [handler.py:handle_request():146] handle_request: check_version
2024-02-19 00:45:07,956 DEBUG   SenderThread:13296 [sender.py:send_request():409] send_request: check_version
2024-02-19 00:45:08,222 DEBUG   HandlerThread:13296 [handler.py:handle_request():146] handle_request: run_start
2024-02-19 00:45:08,269 DEBUG   HandlerThread:13296 [system_info.py:__init__():27] System info init
2024-02-19 00:45:08,269 DEBUG   HandlerThread:13296 [system_info.py:__init__():42] System info init done
2024-02-19 00:45:08,269 INFO    HandlerThread:13296 [system_monitor.py:start():194] Starting system monitor
2024-02-19 00:45:08,269 INFO    SystemMonitor:13296 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-19 00:45:08,269 INFO    HandlerThread:13296 [system_monitor.py:probe():214] Collecting system info
2024-02-19 00:45:08,269 INFO    SystemMonitor:13296 [interfaces.py:start():190] Started cpu monitoring
2024-02-19 00:45:08,269 INFO    SystemMonitor:13296 [interfaces.py:start():190] Started disk monitoring
2024-02-19 00:45:08,269 INFO    SystemMonitor:13296 [interfaces.py:start():190] Started gpu monitoring
2024-02-19 00:45:08,269 INFO    SystemMonitor:13296 [interfaces.py:start():190] Started memory monitoring
2024-02-19 00:45:08,284 INFO    SystemMonitor:13296 [interfaces.py:start():190] Started network monitoring
2024-02-19 00:45:08,300 DEBUG   HandlerThread:13296 [system_info.py:probe():151] Probing system
2024-02-19 00:45:08,301 DEBUG   HandlerThread:13296 [system_info.py:_probe_git():136] Probing git
2024-02-19 00:45:08,400 DEBUG   HandlerThread:13296 [system_info.py:_probe_git():144] Probing git done
2024-02-19 00:45:08,400 DEBUG   HandlerThread:13296 [system_info.py:probe():199] Probing system done
2024-02-19 00:45:08,400 DEBUG   HandlerThread:13296 [system_monitor.py:probe():223] {'os': 'Windows-10-10.0.22635-SP0', 'python': '3.9.16', 'heartbeatAt': '2024-02-18T19:15:08.300712', 'startedAt': '2024-02-18T19:15:07.002612', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '<python with no main file>', 'codePathLocal': None, 'git': {'remote': 'https://github.com/KhadgaA/A2_Transformer.git', 'commit': '67a588d07b584e0f6ce697776f21a727f49cdb94'}, 'email': 'khadgajyothalli@gmail.com', 'root': 'C:/Users/KHADGA JYOTH ALLI/Desktop/programming/Class Work/IITJ/DL/A2_Transformer', 'host': 'Khadga-Laptop', 'username': 'Khadga', 'executable': 'c:\\Users\\KHADGA JYOTH ALLI\\.conda\\envs\\gpu\\python.exe', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3000.0, 'min': 0.0, 'max': 3000.0}, 'cpu_freq_per_core': [{'current': 3000.0, 'min': 0.0, 'max': 3000.0}], 'disk': {'/': {'total': 476.00780868530273, 'used': 368.084716796875}}, 'gpu': 'NVIDIA GeForce GTX 1650 Ti', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce GTX 1650 Ti', 'memory_total': 4294967296}], 'memory': {'total': 15.362796783447266}}
2024-02-19 00:45:08,400 INFO    HandlerThread:13296 [system_monitor.py:probe():224] Finished collecting system info
2024-02-19 00:45:08,400 INFO    HandlerThread:13296 [system_monitor.py:probe():227] Publishing system info
2024-02-19 00:45:08,400 DEBUG   HandlerThread:13296 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-02-19 00:45:08,947 INFO    Thread-16 :13296 [dir_watcher.py:_on_file_created():271] file/dir created: c:\Users\KHADGA JYOTH ALLI\Desktop\programming\Class Work\IITJ\DL\A2_Transformer\wandb\run-20240219_004507-dsc68sdw\files\conda-environment.yaml
2024-02-19 00:45:15,523 DEBUG   HandlerThread:13296 [system_info.py:_save_conda():220] Saving conda packages done
2024-02-19 00:45:15,529 INFO    HandlerThread:13296 [system_monitor.py:probe():229] Finished publishing system info
2024-02-19 00:45:15,539 DEBUG   HandlerThread:13296 [handler.py:handle_request():146] handle_request: status_report
2024-02-19 00:45:15,539 DEBUG   HandlerThread:13296 [handler.py:handle_request():146] handle_request: keepalive
2024-02-19 00:45:15,539 DEBUG   SenderThread:13296 [sender.py:send():382] send: files
2024-02-19 00:45:15,539 INFO    SenderThread:13296 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-02-19 00:45:15,566 DEBUG   HandlerThread:13296 [handler.py:handle_request():146] handle_request: python_packages
2024-02-19 00:45:15,567 DEBUG   HandlerThread:13296 [handler.py:handle_request():146] handle_request: stop_status
2024-02-19 00:45:15,567 DEBUG   HandlerThread:13296 [handler.py:handle_request():146] handle_request: internal_messages
2024-02-19 00:45:15,568 DEBUG   SenderThread:13296 [sender.py:send_request():409] send_request: python_packages
2024-02-19 00:45:15,570 DEBUG   SenderThread:13296 [sender.py:send_request():409] send_request: stop_status
2024-02-19 00:45:15,970 INFO    Thread-16 :13296 [dir_watcher.py:_on_file_modified():288] file/dir modified: c:\Users\KHADGA JYOTH ALLI\Desktop\programming\Class Work\IITJ\DL\A2_Transformer\wandb\run-20240219_004507-dsc68sdw\files\conda-environment.yaml
2024-02-19 00:45:15,970 INFO    Thread-16 :13296 [dir_watcher.py:_on_file_created():271] file/dir created: c:\Users\KHADGA JYOTH ALLI\Desktop\programming\Class Work\IITJ\DL\A2_Transformer\wandb\run-20240219_004507-dsc68sdw\files\requirements.txt
2024-02-19 00:45:15,970 INFO    Thread-16 :13296 [dir_watcher.py:_on_file_created():271] file/dir created: c:\Users\KHADGA JYOTH ALLI\Desktop\programming\Class Work\IITJ\DL\A2_Transformer\wandb\run-20240219_004507-dsc68sdw\files\wandb-metadata.json
2024-02-19 00:45:15,998 DEBUG   SenderThread:13296 [sender.py:send():382] send: telemetry
2024-02-19 00:45:16,000 DEBUG   SenderThread:13296 [sender.py:send():382] send: config
2024-02-19 00:45:16,699 INFO    wandb-upload_0:13296 [upload_job.py:push():131] Uploaded file C:\Users\KHADGA~1\AppData\Local\Temp\tmpz8dylwywwandb\l43tx82d-wandb-metadata.json
